order_item_id,order_id,menu_item_id,quantity,item_price,subtotal
292,118,3576,3,500,1500
293,119,4280,3,280,840
294,119,4284,1,400,400
295,119,4281,2,220,440
296,119,4279,3,250,750
297,120,2457,3,80,240
298,120,2459,1,450,450
299,121,2419,3,200,600
300,121,2422,3,80,240
301,121,2421,3,120,360
302,122,1492,3,450,1350
303,122,1495,1,500,500
304,122,1493,1,220,220
305,123,1865,1,220,220
306,123,1860,2,280,560
307,123,1864,2,280,560
308,124,3408,1,150,150
309,125,2674,1,120,120
310,125,2677,1,220,220
311,125,2675,3,120,360
312,126,2689,3,80,240
313,127,2712,2,280,560
314,128,1692,1,150,150
315,128,1689,2,150,300
316,129,4157,2,180,360
317,129,4151,2,200,400
318,129,4152,3,200,600
319,130,1904,2,450,900
320,130,1905,3,120,360
321,130,1907,2,180,360
322,130,1899,2,120,240
323,131,2064,2,100,200
324,131,2060,3,350,1050
325,131,2058,1,250,250
326,132,483,2,300,600
327,132,480,1,220,220
328,132,484,3,180,540
329,133,1806,2,80,160
330,133,1811,2,250,500
331,133,1807,1,120,120
332,134,3330,3,280,840
333,134,3333,2,350,700
334,135,840,1,250,250
335,136,3531,3,350,1050
336,136,3536,2,450,900
337,137,2559,1,200,200
338,137,2563,3,200,600
339,137,2564,2,280,560
340,138,3164,3,100,300
341,138,3165,3,400,1200
342,139,2998,1,280,280
343,139,2997,3,150,450
344,139,3000,3,250,750
345,140,4171,3,450,1350
346,140,4170,2,250,500
347,140,4174,2,180,360
348,141,802,2,80,160
349,141,804,1,180,180
350,141,803,1,100,100
351,142,3435,1,220,220
352,142,3431,2,150,300
353,142,3437,1,180,180
354,143,3179,3,100,300
355,143,3184,2,80,160
356,144,3839,2,220,440
357,145,1069,3,150,450
358,145,1072,3,220,660
359,146,3345,3,250,750
360,146,3343,2,200,400
361,146,3346,3,400,1200
362,146,3341,1,350,350
363,147,1449,1,200,200
364,147,1447,3,200,600
365,147,1448,2,220,440
366,148,880,2,80,160
367,149,3106,2,450,900
368,149,3112,2,280,560
369,149,3110,2,200,400
370,150,3789,1,180,180
371,150,3798,3,250,750
372,150,3795,1,100,100
373,151,3902,3,120,360
374,151,3897,3,250,750
375,151,3895,1,450,450
376,152,3261,3,500,1500
377,152,3266,2,200,400
378,152,3265,1,280,280
379,152,3267,2,150,300
380,153,3345,1,250,250
381,153,3343,2,200,400
382,154,148,1,180,180
383,154,149,3,450,1350
384,154,153,1,280,280
385,154,154,3,300,900
386,155,2268,1,300,300
387,156,2107,1,180,180
388,156,2105,1,450,450
389,157,3545,3,220,660
390,157,3541,3,200,600
391,157,3549,2,200,400
392,157,3542,2,220,440
393,158,170,1,220,220
394,158,168,1,120,120
395,159,3633,1,250,250
396,159,3640,3,100,300
397,159,3631,3,180,540
398,160,2644,3,300,900
399,160,2638,2,500,1000
400,161,127,2,180,360
401,161,125,2,220,440
402,161,124,1,400,400
403,162,496,3,500,1500
404,162,494,3,400,1200
405,163,867,3,280,840
406,164,4023,3,100,300
407,164,4012,1,80,80
408,165,3121,1,250,250
409,165,3119,2,120,240
410,166,1456,1,220,220
411,166,1453,1,100,100
412,166,1457,2,120,240
413,167,1924,3,250,750
414,167,1925,2,350,700
415,167,1915,1,150,150
416,168,1832,1,350,350
417,168,1835,2,250,500
418,168,1836,1,400,400
419,169,3223,3,120,360
420,170,2250,3,350,1050
421,170,2248,2,500,1000
422,170,2249,2,150,300
423,170,2251,3,150,450
424,171,1031,1,180,180
425,172,2236,1,120,120
426,173,3692,2,350,700
427,174,1977,2,450,900
428,174,1979,1,300,300
429,174,1978,1,200,200
430,175,3863,3,400,1200
431,176,855,3,500,1500
432,176,856,2,450,900
433,177,1889,3,180,540
434,177,1890,1,220,220
435,177,1893,1,450,450
436,177,1896,1,280,280
437,178,2126,1,180,180
438,179,4247,2,500,1000
439,179,4254,1,450,450
440,179,4246,1,220,220
441,179,4249,1,150,150
442,180,4243,1,150,150
443,180,4244,3,500,1500
444,180,4241,1,450,450
445,181,1817,3,450,1350
446,181,1813,3,80,240
447,182,2085,3,400,1200
448,182,2076,2,200,400
449,182,2082,2,350,700
450,182,2086,1,280,280
451,183,2549,3,180,540
452,183,2543,3,450,1350
453,183,2544,3,500,1500
454,183,2546,3,250,750
455,184,4235,3,100,300
456,185,886,3,350,1050
457,185,884,1,150,150
458,186,1029,3,150,450
459,187,1978,3,200,600
460,187,1980,1,280,280
461,188,1074,2,300,600
462,189,1774,3,500,1500
463,189,1775,3,450,1350
464,190,3377,3,120,360
465,191,3045,2,150,300
466,191,3047,1,300,300
467,191,3049,3,200,600
468,192,3588,3,220,660
469,192,3586,1,100,100
470,192,3590,1,220,220
471,192,3589,1,200,200
472,193,850,1,150,150
473,194,2596,3,400,1200
474,195,2863,2,350,700
475,196,3110,3,200,600
476,196,3109,2,180,360
477,196,3104,2,500,1000
478,196,3113,1,200,200
479,197,212,1,200,200
480,197,218,3,100,300
481,197,217,1,280,280
482,198,4056,1,280,280
483,199,2104,2,450,900
484,199,2105,3,450,1350
485,199,2107,2,180,360
486,200,4260,2,180,360
487,201,3155,2,150,300
488,201,3157,3,280,840
489,201,3158,1,120,120
490,201,3156,2,300,600
491,202,2962,1,120,120
492,202,2963,3,220,660
493,203,2748,2,220,440
494,203,2747,2,150,300
495,203,2749,3,220,660
496,204,3047,3,300,900
497,204,3050,2,180,360
498,204,3045,3,150,450
499,204,3048,2,400,800
500,205,2217,1,80,80
501,205,2219,2,80,160
502,205,2218,3,180,540
503,206,2024,1,500,500
504,206,2020,3,250,750
505,206,2021,1,250,250
506,206,2022,1,280,280
507,207,1881,1,200,200
508,207,1877,3,500,1500
509,207,1885,2,220,440
510,207,1879,3,500,1500
511,208,3835,2,220,440
512,208,3833,2,200,400
513,208,3825,2,250,500
514,209,3314,3,350,1050
515,209,3313,1,450,450
516,209,3317,3,180,540
517,209,3316,3,250,750
518,210,1974,1,80,80
519,210,1973,2,180,360
520,210,1975,1,400,400
521,210,1967,3,120,360
522,211,766,1,80,80
523,211,771,2,500,1000
524,211,770,3,100,300
525,211,769,1,500,500
526,212,92,3,250,750
527,212,90,2,250,500
528,212,91,3,80,240
529,213,2765,1,220,220
530,214,1869,2,250,500
531,214,1873,1,220,220
532,214,1871,3,100,300
533,215,3038,1,280,280
534,216,1187,3,120,360
535,216,1190,1,400,400
536,216,1183,1,400,400
537,217,613,2,120,240
538,218,3455,1,250,250
539,219,2391,2,350,700
540,220,1823,3,150,450
541,220,1820,2,250,500
542,221,3841,2,250,500
543,221,3840,1,250,250
544,222,2812,2,350,700
545,222,2815,1,280,280
546,222,2820,1,220,220
547,223,3856,3,150,450
548,223,3864,2,280,560
549,223,3866,1,450,450
550,223,3858,1,300,300
551,224,1999,2,100,200
552,224,1998,2,220,440
553,224,1997,2,350,700
554,225,1037,3,300,900
555,225,1033,3,180,540
556,225,1032,2,280,560
557,225,1035,1,250,250
558,226,2407,1,200,200
559,226,2403,1,120,120
560,226,2406,3,250,750
561,226,2398,2,100,200
562,227,2281,3,500,1500
563,228,2518,1,80,80
564,228,2520,2,150,300
565,228,2514,2,450,900
566,229,1717,2,220,440
567,230,2914,3,300,900
568,230,2915,1,100,100
569,231,2252,2,300,600
570,232,2521,1,180,180
571,232,2513,3,280,840
572,233,1781,2,100,200
573,233,1782,2,250,500
574,233,1776,3,120,360
575,233,1780,1,500,500
576,234,348,3,150,450
577,234,351,3,280,840
578,234,347,2,250,500
579,235,2849,1,250,250
580,235,2850,2,80,160
581,236,3031,3,80,240
582,236,3032,2,100,200
583,236,3030,3,280,840
584,237,1034,1,150,150
585,237,1032,3,280,840
586,237,1037,2,300,600
587,237,1033,1,180,180
588,238,3567,2,280,560
589,238,3563,1,100,100
590,238,3572,2,150,300
591,238,3570,2,450,900
592,239,4175,3,450,1350
593,239,4176,1,400,400
594,240,1699,1,80,80
595,240,1701,1,250,250
596,241,523,1,250,250
597,241,522,1,180,180
598,242,2995,1,400,400
599,242,2997,1,150,150
600,243,558,3,220,660
601,243,551,3,300,900
602,243,553,2,450,900
603,243,559,1,80,80
604,244,3418,1,150,150
605,245,510,3,150,450
606,245,516,2,200,400
607,245,513,2,350,700
608,245,511,3,280,840
609,246,1067,2,500,1000
610,246,1063,2,280,560
611,246,1066,1,200,200
612,246,1064,1,220,220
613,247,3719,2,220,440
614,248,1412,1,180,180
615,248,1413,1,400,400
616,248,1411,2,200,400
617,249,2716,3,100,300
618,249,2710,2,450,900
619,250,847,3,280,840
620,250,845,3,500,1500
621,250,848,3,150,450
622,251,2522,2,400,800
623,252,3781,3,150,450
624,252,3783,1,300,300
625,252,3782,1,300,300
626,253,2308,1,180,180
627,253,2307,2,300,600
628,253,2306,2,220,440
629,254,4227,2,450,900
630,254,4220,3,400,1200
631,255,1631,3,180,540
632,255,1633,3,120,360
633,256,7,3,300,900
634,256,13,1,80,80
635,257,2499,2,350,700
636,257,2505,2,280,560
637,257,2503,3,350,1050
638,257,2500,1,300,300
639,258,4103,3,80,240
640,258,4106,2,80,160
641,259,317,3,400,1200
642,259,316,1,220,220
643,259,319,3,400,1200
644,259,320,1,220,220
645,260,3260,1,180,180
646,260,3265,3,280,840
647,261,1691,1,280,280
648,261,1692,3,150,450
649,261,1690,3,200,600
650,261,1689,2,150,300
651,262,946,2,80,160
652,262,949,2,120,240
653,262,947,2,350,700
654,262,948,3,120,360
655,263,3346,2,400,800
656,263,3344,3,180,540
657,264,1451,2,300,600
658,264,1454,3,250,750
659,264,1453,3,100,300
660,265,4029,1,180,180
661,266,3982,2,250,500
662,266,3985,2,400,800
663,267,127,3,180,540
664,267,126,3,280,840
665,267,125,3,220,660
666,268,2716,2,100,200
667,268,2719,1,120,120
668,268,2717,1,220,220
669,268,2710,1,450,450
670,269,2016,2,120,240
671,269,2014,3,280,840
672,270,2456,3,220,660
673,271,3653,1,280,280
674,271,3651,3,150,450
675,272,3254,1,300,300
676,272,3250,2,180,360
677,273,4147,2,100,200
678,274,568,3,280,840
679,274,565,3,300,900
680,274,562,3,80,240
681,274,564,2,80,160
682,275,3870,1,150,150
683,275,3867,2,300,600
684,275,3869,3,500,1500
685,275,3872,2,120,240
686,276,945,2,100,200
687,277,579,3,80,240
688,277,585,1,500,500
689,277,584,3,100,300
690,278,3720,2,150,300
691,278,3723,2,150,300
692,278,3727,1,100,100
693,279,4286,3,80,240
694,279,4289,3,200,600
695,279,4288,1,250,250
696,280,3871,1,250,250
697,281,3207,1,350,350
698,281,3211,2,400,800
699,281,3213,2,80,160
700,281,3204,1,300,300
701,282,30,2,280,560
702,283,2696,2,300,600
703,284,1439,1,400,400
704,284,1442,1,350,350
705,284,1437,2,180,360
706,284,1438,1,400,400
707,285,3594,1,350,350
708,286,460,3,150,450
709,286,461,3,100,300
710,287,3337,1,120,120
711,287,3332,3,200,600
712,287,3338,2,80,160
713,288,561,2,350,700
714,288,562,3,80,240
715,288,569,2,120,240
716,288,568,2,280,560
717,289,2395,3,400,1200
718,290,2985,3,180,540
719,290,2981,2,150,300
720,290,2983,3,350,1050
721,290,2984,2,450,900
722,291,2184,1,100,100
723,292,686,3,350,1050
724,293,2331,2,400,800
725,293,2337,2,100,200
726,294,185,2,180,360
727,294,181,3,80,240
728,294,178,1,100,100
729,294,184,1,150,150
730,295,2281,1,500,500
731,296,1236,2,220,440
732,296,1237,2,500,1000
733,296,1233,1,500,500
734,296,1238,3,80,240
735,297,1343,2,120,240
736,297,1346,3,180,540
737,297,1352,3,150,450
738,297,1344,3,150,450
739,298,2,2,150,300
740,298,6,3,200,600
741,298,1,2,100,200
742,298,4,1,280,280
743,299,2511,1,120,120
744,300,3048,2,400,800
745,301,3738,2,450,900
746,301,3736,3,300,900
747,301,3742,3,200,600
748,301,3737,1,80,80
749,302,3476,1,80,80
750,302,3481,2,200,400
751,302,3479,1,200,200
752,303,2087,2,400,800
753,303,2094,3,450,1350
754,303,2093,3,280,840
755,304,353,2,250,500
756,305,3502,1,100,100
757,305,3509,2,450,900
758,305,3506,2,120,240
759,306,1035,2,250,500
760,306,1036,1,300,300
761,307,2473,3,450,1350
762,307,2471,3,80,240
763,308,2050,2,100,200
764,308,2052,2,280,560
765,308,2049,1,280,280
766,309,1533,1,180,180
767,310,4278,2,220,440
768,311,3336,1,220,220
769,312,3049,2,200,400
770,312,3048,1,400,400
771,312,3047,3,300,900
772,312,3052,2,180,360
773,313,1114,1,300,300
774,313,1111,1,150,150
775,313,1112,2,450,900
776,314,3552,1,400,400
777,314,3550,1,350,350
778,314,3551,2,250,500
779,315,3047,3,300,900
780,315,3052,3,180,540
781,316,3860,1,300,300
782,316,3864,1,280,280
783,316,3862,1,220,220
784,316,3863,1,400,400
785,317,3882,2,150,300
786,317,3881,2,80,160
787,317,3876,1,200,200
788,317,3878,3,250,750
789,318,243,1,100,100
790,318,240,1,350,350
791,318,241,3,100,300
792,318,242,2,150,300
793,319,3590,3,220,660
794,320,1042,2,80,160
795,320,1043,1,450,450
796,321,1388,1,150,150
797,322,473,1,400,400
798,323,2567,2,200,400
799,323,2558,2,450,900
800,323,2565,2,350,700
801,324,3818,1,200,200
802,324,3817,3,200,600
803,325,1795,2,300,600
804,325,1793,3,80,240
805,326,3646,1,300,300
806,326,3647,2,350,700
807,327,1174,3,150,450
808,328,3055,2,280,560
809,328,3056,2,200,400
810,328,3057,3,80,240
811,328,3054,2,500,1000
812,329,3157,1,280,280
813,329,3154,1,180,180
814,330,1227,1,220,220
815,330,1224,1,280,280
816,331,1231,2,500,1000
817,331,1235,1,80,80
818,332,1909,2,120,240
819,332,1913,1,250,250
820,332,1911,1,450,450
821,332,1910,2,350,700
822,333,2867,2,200,400
823,333,2868,2,280,560
824,333,2874,3,220,660
825,334,3796,1,200,200
826,334,3798,3,250,750
827,334,3789,2,180,360
828,335,3286,3,180,540
829,335,3283,1,200,200
830,335,3281,1,400,400
831,335,3285,3,350,1050
832,336,877,2,400,800
833,336,876,3,500,1500
834,336,879,3,100,300
835,337,3416,1,400,400
836,338,1057,1,120,120
837,338,1056,3,120,360
838,339,3714,1,300,300
839,339,3716,2,100,200
840,339,3713,3,400,1200
841,340,2317,1,200,200
842,340,2321,2,300,600
843,341,1708,1,300,300
844,341,1703,3,220,660
845,341,1704,1,120,120
846,342,1712,1,100,100
847,342,1714,1,150,150
848,342,1715,1,300,300
849,343,4158,2,500,1000
850,343,4159,2,100,200
851,343,4154,2,400,800
852,344,3493,3,450,1350
853,344,3495,2,250,500
854,344,3498,2,450,900
855,345,945,1,100,100
856,346,322,3,200,600
857,347,3953,2,200,400
858,348,112,1,280,280
859,349,918,3,350,1050
860,349,919,1,250,250
861,349,915,3,120,360
862,350,2267,2,220,440
863,350,2266,3,200,600
864,351,2392,1,400,400
865,352,4182,3,350,1050
866,352,4179,2,300,600
867,352,4181,2,150,300
868,352,4175,2,450,900
869,353,156,2,250,500
870,353,157,1,400,400
871,353,159,3,150,450
872,353,155,3,200,600
873,354,3474,3,180,540
874,354,3481,1,200,200
875,355,3913,1,220,220
876,356,2750,3,350,1050
877,356,2749,1,220,220
878,357,1332,2,450,900
879,357,1334,2,180,360
880,357,1341,3,500,1500
881,357,1340,1,100,100
882,358,2204,3,280,840
883,359,189,1,100,100
884,359,190,1,200,200
885,360,1858,1,180,180
886,360,1859,2,200,400
887,360,1861,3,150,450
888,361,1172,1,500,500
889,361,1173,3,120,360
890,361,1178,3,280,840
891,362,1272,1,300,300
892,362,1276,1,450,450
893,363,210,2,180,360
894,363,211,1,120,120
895,364,2990,1,450,450
896,364,2989,2,220,440
897,365,2587,3,280,840
898,366,2594,2,180,360
899,367,1713,2,350,700
900,367,1711,3,350,1050
901,368,1011,1,280,280
902,368,1007,1,80,80
903,368,1012,1,150,150
904,369,2362,1,100,100
905,369,2355,3,250,750
906,369,2364,3,350,1050
907,369,2358,3,120,360
908,370,1783,3,180,540
909,371,3589,1,200,200
910,371,3586,2,100,200
911,371,3587,3,300,900
912,372,3465,2,300,600
913,372,3469,3,150,450
914,372,3468,1,80,80
915,373,1703,1,220,220
916,374,2145,3,280,840
917,374,2148,2,180,360
918,374,2146,3,200,600
919,374,2147,2,200,400
920,375,3192,2,400,800
921,376,3247,2,500,1000
922,376,3238,3,400,1200
923,376,3240,1,220,220
924,377,3678,3,300,900
925,377,3677,2,200,400
926,377,3675,2,500,1000
927,377,3682,1,500,500
928,378,30,1,280,280
929,379,2942,3,400,1200
930,379,2947,1,280,280
931,379,2945,1,180,180
932,379,2950,3,220,660
933,380,418,1,80,80
934,380,417,1,200,200
935,381,1698,1,500,500
936,382,1914,2,350,700
937,382,1921,2,400,800
938,382,1923,2,180,360
939,382,1916,3,450,1350
940,383,2448,1,150,150
941,383,2447,2,250,500
942,384,3928,3,250,750
943,384,3930,1,250,250
944,384,3931,3,80,240
945,385,3530,2,350,700
946,385,3523,3,450,1350
947,385,3522,1,300,300
948,385,3526,3,400,1200
949,386,841,1,150,150
950,386,843,1,200,200
951,386,836,2,350,700
952,386,842,1,100,100
953,387,3834,2,180,360
954,387,3833,3,200,600
955,387,3829,2,100,200
956,388,3062,3,80,240
957,388,3066,2,180,360
958,388,3061,2,100,200
959,388,3058,2,400,800
960,389,1098,2,80,160
961,389,1099,3,350,1050
962,389,1101,3,280,840
963,389,1097,1,250,250
964,390,1047,3,350,1050
965,391,1922,1,120,120
966,392,2561,3,150,450
967,392,2556,2,500,1000
968,392,2562,1,400,400
969,393,3098,3,350,1050
970,393,3100,2,250,500
971,394,820,3,80,240
972,394,819,3,500,1500
973,395,236,3,180,540
974,396,2515,3,80,240
975,396,2511,2,120,240
976,396,2514,2,450,900
977,397,639,3,220,660
978,397,635,1,250,250
979,398,1552,2,200,400
980,398,1557,1,80,80
981,398,1558,2,180,360
982,398,1561,2,120,240
983,399,2361,3,450,1350
984,400,3697,2,280,560
985,400,3694,2,220,440
986,400,3696,3,500,1500
987,400,3695,3,120,360
988,401,1625,3,100,300
989,401,1627,1,150,150
990,402,1174,3,150,450
991,402,1175,2,300,600
992,403,2446,3,200,600
993,403,2448,1,150,150
994,403,2451,1,120,120
995,403,2453,2,250,500
996,404,952,1,500,500
997,404,956,1,80,80
998,404,958,1,200,200
999,405,1426,2,150,300
1000,405,1417,1,150,150
1001,405,1416,2,80,160
1002,406,3019,3,450,1350
1003,406,3014,2,450,900
1004,407,243,3,100,300
1005,407,241,2,100,200
1006,408,3276,3,120,360
1007,409,2669,2,80,160
1008,409,2665,2,200,400
1009,410,3063,3,300,900
1010,410,3062,1,80,80
1011,410,3065,1,250,250
1012,410,3058,3,400,1200
1013,411,764,1,200,200
1014,412,1091,2,120,240
1015,412,1085,2,350,700
1016,412,1084,2,400,800
1017,412,1093,1,120,120
1018,413,624,1,200,200
1019,413,627,2,220,440
1020,413,625,2,250,500
1021,413,626,3,120,360
1022,414,1405,1,180,180
1023,414,1412,3,180,540
1024,414,1406,2,100,200
1025,415,227,3,280,840
1026,415,229,3,80,240
1027,416,921,1,350,350
1028,416,923,3,450,1350
1029,416,928,2,300,600
1030,416,925,2,400,800
1031,417,2426,1,100,100
1032,417,2432,2,120,240
1033,417,2424,2,150,300
1034,418,1664,3,400,1200
1035,418,1661,3,350,1050
1036,418,1668,2,180,360
1037,418,1662,3,280,840
1038,419,1374,1,280,280
1039,419,1376,2,150,300
1040,420,1597,1,350,350
1041,420,1592,2,450,900
1042,420,1598,1,450,450
1043,421,1735,3,250,750
1044,422,1150,3,150,450
1045,422,1147,2,280,560
1046,422,1148,1,80,80
1047,422,1149,2,400,800
1048,423,1184,2,100,200
1049,424,953,1,300,300
1050,424,955,1,80,80
1051,424,954,2,220,440
1052,425,2676,2,220,440
1053,425,2674,1,120,120
1054,425,2675,1,120,120
1055,425,2673,3,400,1200
1056,426,1900,1,450,450
1057,426,1906,2,120,240
1058,426,1907,1,180,180
1059,426,1904,2,450,900
1060,427,3031,3,80,240
1061,427,3033,2,180,360
1062,427,3030,3,280,840
1063,428,1360,3,400,1200
1064,429,1447,2,200,400
1065,429,1450,2,300,600
1066,429,1449,2,200,400
1067,429,1444,3,500,1500
1068,430,620,3,120,360
1069,430,613,3,120,360
1070,431,2675,1,120,120
1071,431,2674,2,120,240
1072,431,2677,2,220,440
1073,432,3867,2,300,600
